# ICI4 Andoya U3 launcer 83/340
# Time       Alt       Lat       Lon       Vel   Vel. El   Vel. Az
#  sec         m       deg       deg       m/s       deg       deg
309.60  352400.5  70.85081  14.28565     682.1     0.914   339.041
309.70  352401.5  70.85135  14.28502     682.0     0.841   339.042
309.80  352402.5  70.85189  14.28438     682.0     0.767   339.042
309.90  352403.4  70.85243  14.28375     682.0     0.694   339.042
310.00  352404.2  70.85297  14.28312     682.0     0.620   339.042
310.10  352404.8  70.85352  14.28249     682.0     0.546   339.042
310.20  352405.4  70.85406  14.28186     682.0     0.473   339.042
310.30  352406.0  70.85460  14.28123     682.0     0.399   339.043
310.40  352406.4  70.85514  14.28060     682.0     0.325   339.043
310.50  352406.8  70.85568  14.27997     682.0     0.252   339.043
310.60  352407.0  70.85622  14.27933     682.0     0.178   339.043
310.70  352407.2  70.85675  14.27872     682.0     0.106   339.043
310.70  352407.2  70.85675  14.27872     682.0     0.106   339.043
310.70  352407.2  70.85677  14.27870     682.0     0.104   339.043
310.80  352407.2  70.85730  14.27807     682.0     0.031   339.044
310.90  352407.2  70.85784  14.27744     682.0    -0.043   339.044
311.00  352407.2  70.85838  14.27681     682.0    -0.117   339.044
311.10  352407.0  70.85892  14.27618     682.0    -0.190   339.044
311.20  352406.7  70.85947  14.27555     682.0    -0.264   339.044
311.30  352406.3  70.86001  14.27491     682.0    -0.338   339.044
311.40  352405.9  70.86055  14.27428     682.0    -0.411   339.045
311.50  352405.3  70.86109  14.27365     682.0    -0.485   339.045
311.60  352404.8  70.86163  14.27302     682.0    -0.558   339.045
311.70  352404.0  70.86217  14.27239     682.0    -0.632   339.045
311.80  352403.2  70.86272  14.27176     682.0    -0.706   339.045
311.90  352402.3  70.86325  14.27113     682.0    -0.779   339.046
312.00  352401.4  70.86379  14.27049     682.0    -0.853   339.046
312.10  352400.3  70.86433  14.26986     682.1    -0.927   339.046
312.20  352399.2  70.86488  14.26923     682.1    -1.000   339.046
312.30  352397.9  70.86542  14.26860     682.1    -1.074   339.046
312.40  352396.6  70.86596  14.26797     682.1    -1.148   339.047
312.50  352395.2  70.86650  14.26734     682.1    -1.221   339.047
312.60  352393.7  70.86704  14.26670     682.1    -1.295   339.047
312.70  352392.1  70.86758  14.26607     682.2    -1.368   339.047
312.80  352390.4  70.86813  14.26544     682.2    -1.442   339.047
312.90  352388.7  70.86866  14.26481     682.2    -1.516   339.048
313.00  352386.8  70.86920  14.26418     682.2    -1.589   339.048
313.10  352384.9  70.86974  14.26355     682.3    -1.663   339.048
313.20  352382.9  70.87029  14.26291     682.3    -1.736   339.048
313.30  352380.8  70.87083  14.26228     682.3    -1.810   339.048
313.40  352378.6  70.87137  14.26165     682.3    -1.884   339.049
313.50  352376.3  70.87191  14.26102     682.4    -1.957   339.049
313.60  352373.9  70.87245  14.26039     682.4    -2.031   339.049
313.70  352371.4  70.87299  14.25976     682.4    -2.104   339.049
313.80  352368.9  70.87354  14.25912     682.5    -2.178   339.049
313.90  352366.2  70.87408  14.25849     682.5    -2.251   339.049
314.00  352363.5  70.87462  14.25786     682.5    -2.325   339.050
314.10  352360.7  70.87515  14.25723     682.6    -2.398   339.050
314.20  352357.8  70.87569  14.25660     682.6    -2.472   339.050
314.30  352354.8  70.87624  14.25597     682.6    -2.545   339.050
314.40  352351.8  70.87678  14.25533     682.7    -2.619   339.051
314.50  352348.6  70.87732  14.25470     682.7    -2.692   339.051
314.60  352345.3  70.87786  14.25407     682.8    -2.766   339.051
314.70  352342.0  70.87840  14.25344     682.8    -2.839   339.051
314.80  352338.6  70.87894  14.25281     682.9    -2.913   339.051
314.90  352335.1  70.87949  14.25217     682.9    -2.986   339.051
315.00  352331.5  70.88003  14.25154     682.9    -3.060   339.052
315.10  352327.8  70.88057  14.25091     683.0    -3.133   339.052
315.20  352324.0  70.88110  14.25028     683.0    -3.207   339.052
315.30  352320.1  70.88165  14.24965     683.1    -3.280   339.052
315.40  352316.2  70.88219  14.24901     683.1    -3.353   339.052
315.50  352312.2  70.88273  14.24838     683.2    -3.427   339.053
315.60  352308.0  70.88327  14.24775     683.2    -3.500   339.053
315.70  352303.8  70.88381  14.24712     683.3    -3.574   339.053
315.80  352299.5  70.88435  14.24649     683.4    -3.647   339.053
315.90  352295.1  70.88490  14.24586     683.4    -3.720   339.054
316.00  352290.6  70.88544  14.24522     683.5    -3.794   339.054
316.10  352286.1  70.88598  14.24459     683.5    -3.867   339.054
316.20  352281.4  70.88652  14.24396     683.6    -3.940   339.054
316.30  352276.7  70.88705  14.24333     683.7    -4.013   339.054
316.40  352271.8  70.88760  14.24269     683.7    -4.087   339.055
316.50  352266.9  70.88814  14.24206     683.8    -4.160   339.055
316.60  352261.9  70.88868  14.24143     683.8    -4.233   339.055
316.70  352256.8  70.88922  14.24080     683.9    -4.307   339.055
316.80  352251.7  70.88976  14.24017     684.0    -4.380   339.055
316.90  352246.4  70.89030  14.23953     684.0    -4.453   339.056
317.00  352241.0  70.89085  14.23890     684.1    -4.526   339.056
317.10  352235.6  70.89139  14.23827     684.2    -4.599   339.056
317.20  352230.1  70.89193  14.23764     684.3    -4.673   339.056
317.30  352224.4  70.89247  14.23701     684.3    -4.746   339.056
317.40  352218.7  70.89301  14.23637     684.4    -4.819   339.057
317.50  352212.9  70.89355  14.23574     684.5    -4.892   339.057
317.60  352207.1  70.89409  14.23511     684.5    -4.965   339.057
317.70  352201.1  70.89463  14.23448     684.6    -5.038   339.057
317.80  352195.0  70.89517  14.23384     684.7    -5.111   339.057
317.90  352188.9  70.89571  14.23321     684.8    -5.184   339.058
318.00  352182.7  70.89626  14.23258     684.9    -5.257   339.058
318.10  352176.3  70.89680  14.23195     684.9    -5.330   339.058
318.20  352169.9  70.89734  14.23132     685.0    -5.403   339.058
318.30  352163.4  70.89788  14.23068     685.1    -5.476   339.059
318.40  352156.8  70.89842  14.23005     685.2    -5.549   339.059
318.50  352150.2  70.89896  14.22942     685.3    -5.622   339.059
318.60  352143.4  70.89951  14.22879     685.4    -5.695   339.059
318.70  352136.6  70.90004  14.22815     685.5    -5.768   339.059
318.80  352129.7  70.90058  14.22752     685.5    -5.841   339.060
318.90  352122.6  70.90112  14.22689     685.6    -5.914   339.060
319.00  352115.5  70.90166  14.22626     685.7    -5.987   339.060
319.10  352108.3  70.90221  14.22563     685.8    -6.060   339.060
319.20  352101.0  70.90275  14.22499     685.9    -6.132   339.060
319.30  352093.7  70.90329  14.22436     686.0    -6.205   339.061
319.40  352086.2  70.90383  14.22373     686.1    -6.278   339.061
319.50  352078.7  70.90437  14.22309     686.2    -6.351   339.061
319.60  352071.0  70.90491  14.22246     686.3    -6.424   339.061
319.70  352063.3  70.90546  14.22183     686.4    -6.496   339.061
319.80  352055.5  70.90600  14.22120     686.5    -6.569   339.062
319.90  352047.6  70.90654  14.22056     686.6    -6.642   339.062
320.00  352039.6  70.90707  14.21993     686.7    -6.714   339.062
320.10  352031.5  70.90762  14.21930     686.8    -6.787   339.062
320.20  352023.4  70.90816  14.21867     686.9    -6.860   339.063
320.30  352015.1  70.90870  14.21803     687.0    -6.932   339.063
320.40  352006.8  70.90924  14.21740     687.1    -7.005   339.063
320.50  351998.4  70.90978  14.21677     687.2    -7.077   339.063
320.60  351989.9  70.91032  14.21614     687.3    -7.150   339.063
320.70  351981.3  70.91087  14.21550     687.4    -7.222   339.064
320.80  351972.6  70.91141  14.21487     687.6    -7.295   339.064
320.90  351963.8  70.91195  14.21424     687.7    -7.367   339.064
321.00  351954.9  70.91249  14.21361     687.8    -7.440   339.064
321.10  351946.0  70.91303  14.21297     687.9    -7.512   339.065
321.20  351937.0  70.91357  14.21234     688.0    -7.584   339.065
321.30  351927.8  70.91411  14.21171     688.1    -7.657   339.065
321.40  351918.6  70.91465  14.21108     688.2    -7.729   339.065
321.50  351909.3  70.91519  14.21044     688.4    -7.801   339.065
321.60  351899.9  70.91573  14.20981     688.5    -7.874   339.066
321.70  351890.5  70.91628  14.20918     688.6    -7.946   339.066
321.80  351880.9  70.91682  14.20855     688.7    -8.018   339.066
321.90  351871.2  70.91736  14.20791     688.9    -8.090   339.066
322.00  351861.5  70.91790  14.20728     689.0    -8.163   339.067
322.10  351851.7  70.91844  14.20665     689.1    -8.235   339.067
322.20  351841.8  70.91898  14.20601     689.2    -8.307   339.067
322.30  351831.8  70.91953  14.20538     689.4    -8.379   339.067
322.40  351821.7  70.92007  14.20475     689.5    -8.451   339.067
322.50  351811.5  70.92061  14.20412     689.6    -8.523   339.068
322.60  351801.2  70.92114  14.20348     689.8    -8.595   339.068
322.70  351790.9  70.92168  14.20285     689.9    -8.667   339.068
322.80  351780.4  70.92223  14.20222     690.0    -8.739   339.068
322.90  351769.9  70.92277  14.20158     690.2    -8.811   339.069
323.00  351759.3  70.92331  14.20095     690.3    -8.883   339.069
323.10  351748.6  70.92385  14.20032     690.4    -8.955   339.069
323.20  351737.8  70.92439  14.19969     690.6    -9.027   339.069
323.30  351726.9  70.92493  14.19905     690.7    -9.098   339.069
323.40  351716.0  70.92548  14.19842     690.8    -9.170   339.070
323.50  351704.9  70.92602  14.19779     691.0    -9.242   339.070
323.60  351693.8  70.92656  14.19715     691.1    -9.314   339.070
323.70  351682.5  70.92710  14.19652     691.3    -9.385   339.070
323.80  351671.2  70.92764  14.19589     691.4    -9.457   339.071
323.90  351659.8  70.92818  14.19526     691.6    -9.529   339.071
324.00  351648.3  70.92873  14.19462     691.7    -9.600   339.071
324.10  351636.8  70.92926  14.19399     691.9    -9.672   339.071
324.20  351625.1  70.92980  14.19336     692.0    -9.743   339.072
324.30  351613.3  70.93034  14.19272     692.1    -9.815   339.072
324.40  351601.5  70.93089  14.19209     692.3    -9.886   339.072
324.50  351589.6  70.93143  14.19146     692.5    -9.958   339.072
324.60  351577.5  70.93197  14.19082     692.6   -10.029   339.072
324.70  351565.4  70.93251  14.19019     692.8   -10.101   339.073
324.80  351553.2  70.93305  14.18956     692.9   -10.172   339.073
324.90  351540.9  70.93359  14.18893     693.1   -10.243   339.073
325.00  351528.6  70.93414  14.18829     693.2   -10.315   339.073
325.10  351516.1  70.93468  14.18766     693.4   -10.386   339.074
325.20  351503.6  70.93522  14.18703     693.5   -10.457   339.074
325.30  351490.9  70.93576  14.18639     693.7   -10.529   339.074
325.40  351478.2  70.93630  14.18576     693.9   -10.600   339.074
325.50  351465.4  70.93684  14.18513     694.0   -10.671   339.075
325.60  351452.5  70.93738  14.18449     694.2   -10.742   339.075
325.70  351439.5  70.93792  14.18386     694.4   -10.813   339.075
325.80  351426.5  70.93846  14.18323     694.5   -10.884   339.075
325.90  351413.3  70.93900  14.18259     694.7   -10.955   339.076
326.00  351400.1  70.93954  14.18196     694.9   -11.026   339.076
326.10  351386.8  70.94009  14.18133     695.0   -11.097   339.076
326.20  351373.3  70.94063  14.18069     695.2   -11.168   339.076
326.30  351359.8  70.94117  14.18006     695.4   -11.239   339.076
326.40  351346.2  70.94171  14.17943     695.5   -11.310   339.077
326.50  351332.5  70.94225  14.17879     695.7   -11.380   339.077
326.60  351318.8  70.94279  14.17816     695.9   -11.451   339.077
326.70  351304.9  70.94334  14.17753     696.1   -11.522   339.077
326.80  351290.9  70.94388  14.17689     696.2   -11.593   339.078
326.90  351276.9  70.94442  14.17626     696.4   -11.663   339.078
327.00  351262.8  70.94496  14.17563     696.6   -11.734   339.078
327.10  351248.6  70.94550  14.17499     696.8   -11.804   339.078
327.20  351234.3  70.94604  14.17436     697.0   -11.875   339.079
327.30  351219.9  70.94658  14.17373     697.1   -11.945   339.079
327.40  351205.4  70.94712  14.17309     697.3   -12.016   339.079
327.50  351190.9  70.94766  14.17246     697.5   -12.086   339.079
327.60  351176.2  70.94820  14.17183     697.7   -12.157   339.080
327.70  351161.5  70.94875  14.17119     697.9   -12.227   339.080
327.80  351146.7  70.94929  14.17056     698.1   -12.297   339.080
327.90  351131.8  70.94983  14.16993     698.3   -12.368   339.080
328.00  351116.8  70.95037  14.16929     698.4   -12.438   339.081
328.10  351101.7  70.95091  14.16866     698.6   -12.508   339.081
328.20  351086.5  70.95145  14.16803     698.8   -12.578   339.081
328.30  351071.2  70.95200  14.16739     699.0   -12.649   339.081
328.40  351055.9  70.95254  14.16676     699.2   -12.719   339.081
328.50  351040.4  70.95308  14.16613     699.4   -12.789   339.082
328.60  351024.9  70.95362  14.16549     699.6   -12.859   339.082
328.70  351009.3  70.95416  14.16486     699.8   -12.929   339.082
328.80  350993.6  70.95470  14.16422     700.0   -12.999   339.082
328.90  350977.8  70.95525  14.16359     700.2   -13.069   339.083
329.00  350961.9  70.95579  14.16296     700.4   -13.138   339.083
329.10  350946.0  70.95633  14.16232     700.6   -13.208   339.083
329.20  350929.9  70.95686  14.16169     700.8   -13.278   339.083
329.30  350913.8  70.95741  14.16106     701.0   -13.348   339.084
329.40  350897.5  70.95795  14.16042     701.2   -13.417   339.084
329.50  350881.2  70.95849  14.15979     701.4   -13.487   339.084
329.60  350864.8  70.95903  14.15916     701.6   -13.557   339.084
329.70  350848.3  70.95957  14.15852     701.8   -13.626   339.085
329.80  350831.8  70.96011  14.15789     702.0   -13.696   339.085
329.90  350815.1  70.96066  14.15726     702.2   -13.765   339.085
330.00  350798.3  70.96120  14.15662     702.5   -13.835   339.085
330.10  350781.5  70.96174  14.15599     702.7   -13.904   339.086
330.20  350764.6  70.96228  14.15535     702.9   -13.974   339.086
330.30  350747.6  70.96282  14.15472     703.1   -14.043   339.086
330.40  350730.4  70.96336  14.15409     703.3   -14.112   339.086
330.50  350713.2  70.96391  14.15345     703.5   -14.181   339.087
330.60  350696.0  70.96445  14.15282     703.7   -14.251   339.087
330.70  350678.6  70.96499  14.15218     704.0   -14.320   339.087
330.80  350661.2  70.96553  14.15155     704.2   -14.389   339.087
330.90  350643.6  70.96607  14.15092     704.4   -14.458   339.088
331.00  350626.0  70.96661  14.15028     704.6   -14.527   339.088
331.10  350608.2  70.96716  14.14965     704.8   -14.596   339.088
331.20  350590.4  70.96770  14.14902     705.1   -14.665   339.088
331.30  350572.6  70.96824  14.14838     705.3   -14.734   339.089
331.40  350554.6  70.96877  14.14775     705.5   -14.803   339.089
331.50  350536.5  70.96931  14.14711     705.7   -14.872   339.089
331.60  350518.3  70.96986  14.14648     706.0   -14.940   339.089
331.70  350500.1  70.97040  14.14585     706.2   -15.009   339.090
331.80  350481.8  70.97094  14.14521     706.4   -15.078   339.090
331.90  350463.3  70.97148  14.14458     706.7   -15.146   339.090
332.00  350444.8  70.97202  14.14394     706.9   -15.215   339.090
332.10  350426.2  70.97256  14.14331     707.1   -15.284   339.091
332.20  350407.6  70.97311  14.14268     707.3   -15.352   339.091
332.30  350388.8  70.97365  14.14204     707.6   -15.421   339.091
332.40  350369.9  70.97419  14.14141     707.8   -15.489   339.091
332.50  350351.0  70.97473  14.14077     708.1   -15.557   339.092
332.60  350332.0  70.97527  14.14014     708.3   -15.626   339.092
332.70  350312.8  70.97581  14.13951     708.5   -15.694   339.092
332.80  350293.6  70.97636  14.13887     708.8   -15.762   339.092
332.90  350274.3  70.97690  14.13824     709.0   -15.830   339.093
333.00  350254.9  70.97744  14.13760     709.2   -15.899   339.093
333.10  350235.5  70.97798  14.13697     709.5   -15.967   339.093
333.20  350215.9  70.97852  14.13633     709.7   -16.035   339.094
333.30  350196.2  70.97906  14.13570     710.0   -16.103   339.094
333.40  350176.5  70.97961  14.13507     710.2   -16.171   339.094
333.50  350156.7  70.98015  14.13443     710.5   -16.239   339.094
333.60  350136.8  70.98069  14.13380     710.7   -16.306   339.095
333.70  350116.8  70.98123  14.13316     711.0   -16.374   339.095
333.80  350096.7  70.98177  14.13253     711.2   -16.442   339.095
333.90  350076.5  70.98232  14.13190     711.5   -16.510   339.095
334.00  350056.3  70.98286  14.13126     711.7   -16.577   339.096
334.10  350035.9  70.98340  14.13063     712.0   -16.645   339.096
334.20  350015.5  70.98394  14.12999     712.2   -16.713   339.096
334.30  349995.0  70.98448  14.12936     712.5   -16.780   339.096
334.40  349974.3  70.98502  14.12872     712.7   -16.848   339.097
334.50  349953.7  70.98556  14.12809     713.0   -16.915   339.097
334.60  349932.8  70.98610  14.12745     713.2   -16.982   339.097
334.70  349912.0  70.98664  14.12682     713.5   -17.050   339.097
334.80  349891.0  70.98718  14.12619     713.8   -17.117   339.098
334.90  349870.0  70.98772  14.12555     714.0   -17.184   339.098
335.00  349848.8  70.98827  14.12492     714.3   -17.251   339.098
335.10  349827.6  70.98881  14.12428     714.5   -17.319   339.099
335.20  349806.3  70.98935  14.12365     714.8   -17.386   339.099
335.30  349784.9  70.98989  14.12301     715.1   -17.453   339.099
335.40  349763.4  70.99043  14.12238     715.3   -17.520   339.099
335.50  349741.8  70.99097  14.12175     715.6   -17.587   339.100
335.60  349720.2  70.99152  14.12111     715.9   -17.654   339.100
335.70  349698.4  70.99206  14.12048     716.1   -17.720   339.100
335.80  349676.6  70.99260  14.11984     716.4   -17.787   339.100
335.90  349654.6  70.99314  14.11921     716.7   -17.854   339.101
336.00  349632.6  70.99368  14.11857     717.0   -17.921   339.101
336.10  349610.5  70.99422  14.11794     717.2   -17.987   339.101
336.20  349588.3  70.99477  14.11730     717.5   -18.054   339.101
336.30  349566.0  70.99531  14.11667     717.8   -18.120   339.102
336.40  349543.7  70.99585  14.11603     718.0   -18.187   339.102
336.50  349521.2  70.99639  14.11540     718.3   -18.253   339.102
336.60  349498.7  70.99693  14.11477     718.6   -18.320   339.103
336.70  349476.0  70.99747  14.11413     718.9   -18.386   339.103
336.80  349453.3  70.99802  14.11350     719.2   -18.452   339.103
336.90  349430.5  70.99856  14.11286     719.4   -18.519   339.103
337.00  349407.6  70.99910  14.11223     719.7   -18.585   339.104
337.10  349384.6  70.99964  14.11159     720.0   -18.651   339.104
337.20  349361.6  71.00018  14.11096     720.3   -18.717   339.104
337.30  349338.4  71.00072  14.11032     720.6   -18.783   339.104
337.40  349315.2  71.00127  14.10969     720.8   -18.849   339.105
337.50  349291.8  71.00181  14.10905     721.1   -18.915   339.105
337.60  349268.4  71.00235  14.10842     721.4   -18.981   339.105
337.70  349244.9  71.00289  14.10778     721.7   -19.047   339.105
337.80  349221.3  71.00343  14.10715     722.0   -19.112   339.106
337.90  349197.6  71.00397  14.10651     722.3   -19.178   339.106
338.00  349173.8  71.00452  14.10588     722.6   -19.244   339.106
338.10  349150.0  71.00506  14.10524     722.9   -19.309   339.107
338.20  349126.0  71.00560  14.10461     723.2   -19.375   339.107
338.30  349102.0  71.00614  14.10397     723.5   -19.441   339.107
338.40  349077.9  71.00668  14.10334     723.7   -19.506   339.107
338.50  349053.7  71.00723  14.10271     724.0   -19.571   339.108
338.60  349029.4  71.00777  14.10207     724.3   -19.637   339.108
338.70  349005.0  71.00831  14.10143     724.6   -19.702   339.108
338.80  348980.5  71.00885  14.10080     724.9   -19.767   339.108
338.90  348955.9  71.00939  14.10017     725.2   -19.833   339.109
339.00  348931.3  71.00993  14.09953     725.5   -19.898   339.109
339.10  348906.6  71.01048  14.09890     725.8   -19.963   339.109
339.20  348881.8  71.01102  14.09826     726.1   -20.028   339.110
339.30  348856.8  71.01156  14.09763     726.4   -20.093   339.110
339.40  348831.8  71.01210  14.09699     726.7   -20.158   339.110
339.50  348806.8  71.01264  14.09636     727.0   -20.223   339.110
339.60  348781.6  71.01318  14.09572     727.4   -20.287   339.111
339.70  348756.3  71.01373  14.09509     727.7   -20.352   339.111
339.80  348730.9  71.01427  14.09445     728.0   -20.417   339.111
339.90  348705.5  71.01481  14.09382     728.3   -20.481   339.112
340.00  348680.0  71.01535  14.09318     728.6   -20.546   339.112
340.10  348654.4  71.01589  14.09255     728.9   -20.611   339.112
340.20  348628.7  71.01643  14.09191     729.2   -20.675   339.112
340.30  348602.9  71.01698  14.09128     729.5   -20.740   339.113
340.40  348577.0  71.01752  14.09064     729.8   -20.804   339.113
340.50  348551.0  71.01806  14.09000     730.1   -20.868   339.113
340.60  348525.0  71.01860  14.08937     730.5   -20.933   339.114
340.70  348498.8  71.01914  14.08873     730.8   -20.997   339.114
340.80  348472.6  71.01968  14.08810     731.1   -21.061   339.114
340.90  348446.3  71.02023  14.08746     731.4   -21.125   339.114
341.00  348419.9  71.02077  14.08683     731.7   -21.189   339.115
341.10  348393.4  71.02131  14.08619     732.1   -21.253   339.115
341.20  348366.8  71.02185  14.08556     732.4   -21.317   339.115
341.30  348340.2  71.02239  14.08492     732.7   -21.381   339.116
341.40  348313.4  71.02293  14.08429     733.0   -21.445   339.116
341.50  348286.6  71.02348  14.08365     733.3   -21.508   339.116
341.60  348259.6  71.02402  14.08302     733.7   -21.572   339.116
341.70  348232.6  71.02456  14.08238     734.0   -21.636   339.117
341.80  348205.5  71.02510  14.08175     734.3   -21.699   339.117
341.90  348178.3  71.02564  14.08111     734.6   -21.763   339.117
342.00  348151.0  71.02618  14.08048     735.0   -21.826   339.117
342.10  348123.7  71.02673  14.07984     735.3   -21.890   339.118
342.20  348096.2  71.02727  14.07921     735.6   -21.953   339.118
342.30  348068.7  71.02781  14.07857     736.0   -22.017   339.118
342.40  348041.0  71.02835  14.07793     736.3   -22.080   339.119
342.50  348013.3  71.02889  14.07730     736.6   -22.143   339.119
342.60  347985.5  71.02943  14.07666     737.0   -22.206   339.119
342.70  347957.6  71.02998  14.07603     737.3   -22.269   339.120
342.80  347929.6  71.03052  14.07539     737.6   -22.332   339.120
342.90  347901.5  71.03106  14.07476     738.0   -22.395   339.120
343.00  347873.4  71.03160  14.07412     738.3   -22.458   339.120
343.10  347845.1  71.03214  14.07349     738.6   -22.521   339.121
343.20  347816.8  71.03268  14.07285     739.0   -22.584   339.121
343.30  347788.4  71.03323  14.07222     739.3   -22.647   339.121
343.40  347759.9  71.03378  14.07158     739.7   -22.709   339.122
343.50  347731.2  71.03432  14.07094     740.0   -22.772   339.122
343.60  347702.6  71.03486  14.07031     740.3   -22.834   339.122
343.70  347673.8  71.03540  14.06967     740.7   -22.897   339.122
343.80  347645.0  71.03594  14.06904     741.0   -22.959   339.123
343.90  347616.0  71.03648  14.06840     741.4   -23.022   339.123
344.00  347587.0  71.03703  14.06777     741.7   -23.084   339.123
344.10  347557.8  71.03757  14.06713     742.1   -23.146   339.124
344.20  347528.6  71.03811  14.06649     742.4   -23.209   339.124
344.30  347499.3  71.03865  14.06586     742.8   -23.271   339.124
344.40  347469.9  71.03919  14.06522     743.1   -23.333   339.124
344.50  347440.5  71.03973  14.06459     743.5   -23.395   339.125
344.60  347410.9  71.04028  14.06395     743.8   -23.457   339.125
344.70  347381.2  71.04082  14.06332     744.2   -23.519   339.125
344.80  347351.5  71.04136  14.06268     744.5   -23.581   339.126
344.90  347321.7  71.04190  14.06205     744.9   -23.643   339.126
345.00  347291.8  71.04244  14.06141     745.2   -23.704   339.126
345.10  347261.8  71.04298  14.06077     745.6   -23.766   339.127
345.20  347231.7  71.04353  14.06014     745.9   -23.828   339.127
345.30  347201.5  71.04407  14.05950     746.3   -23.889   339.127
345.40  347171.2  71.04461  14.05887     746.7   -23.951   339.127
345.50  347140.8  71.04515  14.05823     747.0   -24.012   339.128
345.60  347110.4  71.04569  14.05759     747.4   -24.074   339.128
345.70  347079.9  71.04623  14.05696     747.7   -24.135   339.128
345.80  347049.3  71.04678  14.05632     748.1   -24.196   339.129
345.90  347018.6  71.04732  14.05569     748.5   -24.258   339.129
346.00  346987.8  71.04786  14.05505     748.8   -24.319   339.129
346.10  346956.9  71.04841  14.05442     749.2   -24.380   339.129
346.20  346925.9  71.04895  14.05378     749.5   -24.441   339.130
346.30  346894.9  71.04949  14.05314     749.9   -24.502   339.130
346.40  346863.7  71.05003  14.05251     750.3   -24.563   339.130
346.50  346832.5  71.05058  14.05187     750.6   -24.624   339.131
346.60  346801.2  71.05112  14.05124     751.0   -24.685   339.131
346.70  346769.8  71.05166  14.05060     751.4   -24.745   339.131
346.80  346738.2  71.05220  14.04996     751.8   -24.806   339.132
346.90  346706.7  71.05274  14.04933     752.1   -24.867   339.132
347.00  346675.0  71.05328  14.04869     752.5   -24.927   339.132
347.10  346643.2  71.05383  14.04806     752.9   -24.988   339.133
347.20  346611.4  71.05437  14.04742     753.2   -25.048   339.133
347.30  346579.5  71.05491  14.04678     753.6   -25.109   339.133
347.40  346547.4  71.05545  14.04615     754.0   -25.169   339.133
347.50  346515.3  71.05599  14.04551     754.4   -25.229   339.134
347.60  346483.1  71.05653  14.04488     754.7   -25.290   339.134
347.70  346450.8  71.05708  14.04424     755.1   -25.350   339.134
347.80  346418.5  71.05762  14.04360     755.5   -25.410   339.135
347.90  346386.0  71.05816  14.04297     755.9   -25.470   339.135
348.00  346353.5  71.05871  14.04233     756.3   -25.530   339.135
348.10  346320.8  71.05925  14.04169     756.6   -25.590   339.136
348.20  346288.1  71.05979  14.04106     757.0   -25.650   339.136
348.30  346255.3  71.06033  14.04042     757.4   -25.709   339.136
348.40  346222.4  71.06087  14.03979     757.8   -25.769   339.136
348.50  346189.4  71.06142  14.03915     758.2   -25.829   339.137
348.60  346156.3  71.06196  14.03851     758.6   -25.888   339.137
348.70  346123.2  71.06250  14.03788     759.0   -25.948   339.137
348.80  346089.9  71.06304  14.03724     759.3   -26.008   339.138
348.90  346056.6  71.06358  14.03660     759.7   -26.067   339.138
349.00  346023.1  71.06413  14.03597     760.1   -26.126   339.138
349.10  345989.6  71.06467  14.03533     760.5   -26.186   339.139
349.20  345956.0  71.06521  14.03469     760.9   -26.245   339.139
349.30  345922.3  71.06575  14.03406     761.3   -26.304   339.139
349.40  345888.5  71.06629  14.03342     761.7   -26.363   339.140
349.50  345854.7  71.06683  14.03279     762.1   -26.422   339.140
349.60  345820.7  71.06738  14.03215     762.5   -26.481   339.140
349.70  345786.7  71.06792  14.03151     762.9   -26.540   339.140
349.80  345752.6  71.06847  14.03088     763.3   -26.599   339.141
349.90  345718.3  71.06901  14.03024     763.7   -26.658   339.141
350.00  345684.0  71.06955  14.02960     764.0   -26.717   339.141
350.10  345649.6  71.07009  14.02897     764.4   -26.776   339.142
350.20  345615.2  71.07063  14.02833     764.8   -26.834   339.142
350.30  345580.6  71.07117  14.02769     765.2   -26.893   339.142
350.40  345545.9  71.07172  14.02706     765.6   -26.951   339.143
350.50  345511.2  71.07226  14.02642     766.0   -27.010   339.143
350.60  345476.3  71.07280  14.02578     766.4   -27.068   339.143
350.70  345441.4  71.07334  14.02515     766.8   -27.127   339.144
350.80  345406.4  71.07388  14.02451     767.3   -27.185   339.144
350.90  345371.3  71.07443  14.02388     767.7   -27.243   339.144
351.00  345336.1  71.07497  14.02324     768.1   -27.301   339.145
351.10  345300.8  71.07552  14.02260     768.5   -27.359   339.145
351.20  345265.5  71.07606  14.02197     768.9   -27.417   339.145
351.30  345230.1  71.07660  14.02133     769.3   -27.475   339.145
351.40  345194.5  71.07714  14.02069     769.7   -27.533   339.146
351.50  345158.9  71.07768  14.02005     770.1   -27.591   339.146
351.60  345123.2  71.07822  14.01942     770.5   -27.649   339.146
351.70  345087.4  71.07877  14.01878     770.9   -27.707   339.147
351.80  345051.5  71.07931  14.01815     771.3   -27.764   339.147
351.90  345015.5  71.07985  14.01751     771.7   -27.822   339.147
352.00  344979.4  71.08040  14.01687     772.2   -27.880   339.148
352.10  344943.3  71.08094  14.01623     772.6   -27.937   339.148
352.20  344907.1  71.08148  14.01560     773.0   -27.994   339.148
352.30  344870.8  71.08202  14.01496     773.4   -28.052   339.149
352.40  344834.3  71.08257  14.01432     773.8   -28.109   339.149
352.50  344797.8  71.08311  14.01369     774.2   -28.166   339.149
352.60  344761.2  71.08365  14.01305     774.7   -28.224   339.150
352.70  344724.6  71.08419  14.01241     775.1   -28.281   339.150
352.80  344687.8  71.08473  14.01178     775.5   -28.338   339.150
