# ICI4 Andoya U3 launcer 83/340
# Time       Alt       Lat       Lon       Vel   Vel. El   Vel. Az
#  sec         m       deg       deg       m/s       deg       deg
352.90  344650.9  71.08527  14.01114     775.9   -28.395   339.151
353.00  344614.0  71.08582  14.01050     776.3   -28.452   339.151
353.10  344577.0  71.08636  14.00987     776.8   -28.509   339.151
353.20  344539.8  71.08691  14.00923     777.2   -28.565   339.151
353.30  344502.6  71.08745  14.00859     777.6   -28.622   339.152
353.40  344465.3  71.08799  14.00796     778.0   -28.679   339.152
353.50  344428.0  71.08853  14.00732     778.4   -28.735   339.152
353.60  344390.5  71.08907  14.00668     778.9   -28.792   339.153
353.70  344352.9  71.08961  14.00604     779.3   -28.849   339.153
353.80  344315.3  71.09016  14.00541     779.7   -28.905   339.153
353.90  344277.5  71.09070  14.00477     780.2   -28.961   339.154
354.00  344239.8  71.09125  14.00413     780.6   -29.018   339.154
354.10  344201.8  71.09179  14.00350     781.0   -29.074   339.154
354.20  344163.8  71.09233  14.00286     781.4   -29.130   339.155
354.30  344125.8  71.09287  14.00222     781.9   -29.186   339.155
354.40  344087.6  71.09341  14.00159     782.3   -29.242   339.155
354.50  344049.3  71.09396  14.00095     782.7   -29.298   339.156
354.60  344011.0  71.09450  14.00031     783.2   -29.354   339.156
354.70  343972.5  71.09504  13.99967     783.6   -29.410   339.156
354.80  343934.0  71.09558  13.99904     784.0   -29.466   339.157
354.90  343895.4  71.09613  13.99840     784.5   -29.522   339.157
355.00  343856.7  71.09667  13.99776     784.9   -29.578   339.157
355.10  343817.9  71.09721  13.99713     785.3   -29.633   339.158
355.20  343779.0  71.09776  13.99649     785.8   -29.689   339.158
355.30  343740.1  71.09830  13.99585     786.2   -29.744   339.158
355.40  343701.0  71.09884  13.99521     786.7   -29.800   339.159
355.50  343661.9  71.09938  13.99458     787.1   -29.855   339.159
355.60  343622.7  71.09992  13.99394     787.5   -29.911   339.159
355.70  343583.3  71.10047  13.99330     788.0   -29.966   339.160
355.80  343543.9  71.10101  13.99266     788.4   -30.021   339.160
355.90  343504.4  71.10155  13.99203     788.9   -30.076   339.160
356.00  343464.9  71.10210  13.99139     789.3   -30.131   339.161
356.10  343425.2  71.10264  13.99075     789.8   -30.186   339.161
356.20  343385.5  71.10318  13.99012     790.2   -30.241   339.161
356.30  343345.6  71.10372  13.98948     790.6   -30.296   339.162
356.40  343305.7  71.10426  13.98884     791.1   -30.351   339.162
356.50  343265.7  71.10481  13.98820     791.5   -30.406   339.162
356.60  343225.6  71.10535  13.98757     792.0   -30.461   339.163
356.70  343185.4  71.10590  13.98693     792.4   -30.515   339.163
356.80  343145.1  71.10644  13.98629     792.9   -30.570   339.163
356.90  343104.7  71.10698  13.98565     793.3   -30.624   339.164
357.00  343064.2  71.10752  13.98502     793.8   -30.679   339.164
357.10  343023.7  71.10806  13.98438     794.2   -30.733   339.164
357.20  342983.1  71.10860  13.98374     794.7   -30.788   339.165
357.30  342942.4  71.10915  13.98310     795.1   -30.842   339.165
357.40  342901.5  71.10970  13.98246     795.6   -30.896   339.165
357.50  342860.7  71.11024  13.98183     796.1   -30.950   339.166
357.60  342819.7  71.11078  13.98119     796.5   -31.005   339.166
357.70  342778.6  71.11132  13.98055     797.0   -31.059   339.166
357.80  342737.4  71.11186  13.97992     797.4   -31.113   339.167
357.90  342696.2  71.11240  13.97928     797.9   -31.166   339.167
358.00  342654.8  71.11295  13.97864     798.3   -31.220   339.167
358.10  342613.4  71.11349  13.97800     798.8   -31.274   339.168
358.20  342571.9  71.11404  13.97736     799.3   -31.328   339.168
358.30  342530.3  71.11458  13.97673     799.7   -31.382   339.168
358.40  342488.6  71.11512  13.97609     800.2   -31.435   339.169
358.50  342446.8  71.11566  13.97545     800.6   -31.489   339.169
358.60  342405.0  71.11620  13.97481     801.1   -31.542   339.169
358.70  342363.0  71.11675  13.97418     801.6   -31.596   339.170
358.80  342321.0  71.11729  13.97354     802.0   -31.649   339.170
358.90  342278.9  71.11784  13.97290     802.5   -31.702   339.170
359.00  342236.7  71.11838  13.97226     803.0   -31.756   339.171
359.10  342194.3  71.11892  13.97163     803.4   -31.809   339.171
359.20  342152.0  71.11946  13.97099     803.9   -31.862   339.171
359.30  342109.5  71.12001  13.97035     804.4   -31.915   339.172
359.40  342066.9  71.12055  13.96971     804.8   -31.968   339.172
359.50  342024.2  71.12109  13.96907     805.3   -32.021   339.172
359.60  341981.5  71.12164  13.96844     805.8   -32.074   339.173
359.70  341938.7  71.12218  13.96780     806.2   -32.127   339.173
359.80  341895.8  71.12272  13.96716     806.7   -32.179   339.173
359.90  341852.8  71.12327  13.96652     807.2   -32.232   339.174
360.00  341809.7  71.12381  13.96588     807.6   -32.285   339.174
360.10  341766.5  71.12435  13.96525     808.1   -32.337   339.174
360.20  341723.2  71.12489  13.96461     808.6   -32.390   339.175
360.30  341679.8  71.12543  13.96397     809.1   -32.442   339.175
360.40  341636.4  71.12598  13.96333     809.5   -32.495   339.175
360.50  341592.9  71.12653  13.96269     810.0   -32.547   339.176
360.60  341549.2  71.12707  13.96206     810.5   -32.599   339.176
360.70  341505.5  71.12761  13.96142     811.0   -32.652   339.176
360.80  341461.8  71.12815  13.96078     811.5   -32.704   339.177
360.90  341417.8  71.12869  13.96014     811.9   -32.756   339.177
361.00  341373.9  71.12923  13.95950     812.4   -32.808   339.177
361.10  341329.8  71.12978  13.95887     812.9   -32.860   339.178
361.20  341285.7  71.13033  13.95823     813.4   -32.912   339.178
361.30  341241.4  71.13087  13.95759     813.9   -32.964   339.178
361.40  341197.1  71.13141  13.95695     814.3   -33.015   339.179
361.50  341152.7  71.13195  13.95631     814.8   -33.067   339.179
361.60  341108.2  71.13249  13.95568     815.3   -33.119   339.180
361.70  341063.6  71.13304  13.95504     815.8   -33.170   339.180
361.80  341018.9  71.13358  13.95440     816.3   -33.222   339.180
361.90  340974.2  71.13412  13.95376     816.8   -33.273   339.181
362.00  340929.3  71.13467  13.95312     817.2   -33.325   339.181
362.10  340884.3  71.13521  13.95248     817.7   -33.376   339.181
362.20  340839.3  71.13576  13.95185     818.2   -33.427   339.182
362.30  340794.2  71.13630  13.95121     818.7   -33.479   339.182
362.40  340749.0  71.13684  13.95057     819.2   -33.530   339.182
362.50  340703.7  71.13738  13.94993     819.7   -33.581   339.183
362.60  340658.3  71.13792  13.94929     820.2   -33.632   339.183
362.70  340612.9  71.13847  13.94866     820.7   -33.683   339.183
362.80  340567.3  71.13902  13.94802     821.2   -33.734   339.184
362.90  340521.7  71.13956  13.94738     821.6   -33.785   339.184
363.00  340475.9  71.14010  13.94674     822.1   -33.836   339.184
363.10  340430.1  71.14064  13.94610     822.6   -33.886   339.185
363.20  340384.2  71.14118  13.94546     823.1   -33.937   339.185
363.30  340338.2  71.14173  13.94482     823.6   -33.988   339.185
363.40  340292.1  71.14227  13.94419     824.1   -34.038   339.186
363.50  340245.9  71.14281  13.94355     824.6   -34.089   339.186
363.60  340199.7  71.14336  13.94291     825.1   -34.139   339.187
363.70  340153.3  71.14390  13.94227     825.6   -34.190   339.187
363.80  340106.9  71.14445  13.94163     826.1   -34.240   339.187
363.90  340060.4  71.14499  13.94099     826.6   -34.290   339.188
364.00  340013.8  71.14553  13.94036     827.1   -34.340   339.188
364.10  339967.1  71.14607  13.93972     827.6   -34.391   339.188
364.20  339920.2  71.14661  13.93908     828.1   -34.441   339.189
364.30  339873.4  71.14716  13.93844     828.6   -34.491   339.189
364.40  339826.4  71.14771  13.93780     829.1   -34.541   339.189
364.50  339779.4  71.14825  13.93716     829.6   -34.590   339.190
364.60  339732.2  71.14879  13.93652     830.1   -34.640   339.190
364.70  339685.0  71.14934  13.93588     830.6   -34.690   339.190
364.80  339637.7  71.14988  13.93525     831.1   -34.740   339.191
364.90  339590.3  71.15042  13.93461     831.6   -34.790   339.191
365.00  339542.8  71.15096  13.93397     832.1   -34.839   339.191
365.10  339495.2  71.15150  13.93333     832.6   -34.889   339.192
365.20  339447.5  71.15205  13.93269     833.1   -34.938   339.192
365.30  339399.8  71.15260  13.93205     833.6   -34.988   339.193
365.40  339351.9  71.15314  13.93141     834.2   -35.037   339.193
365.50  339304.0  71.15368  13.93078     834.7   -35.086   339.193
365.60  339256.0  71.15422  13.93014     835.2   -35.136   339.194
365.70  339207.9  71.15477  13.92950     835.7   -35.185   339.194
365.80  339159.7  71.15531  13.92886     836.2   -35.234   339.194
365.90  339111.4  71.15585  13.92822     836.7   -35.283   339.195
366.00  339063.0  71.15639  13.92758     837.2   -35.332   339.195
366.10  339014.5  71.15694  13.92694     837.7   -35.381   339.195
366.20  338966.0  71.15749  13.92630     838.2   -35.430   339.196
366.30  338917.4  71.15803  13.92566     838.8   -35.479   339.196
366.40  338868.6  71.15857  13.92503     839.3   -35.527   339.197
366.50  338819.8  71.15912  13.92439     839.8   -35.576   339.197
366.60  338770.9  71.15966  13.92375     840.3   -35.625   339.197
366.70  338721.9  71.16020  13.92311     840.8   -35.673   339.198
366.80  338672.8  71.16074  13.92247     841.3   -35.722   339.198
366.90  338623.7  71.16129  13.92183     841.8   -35.770   339.198
367.00  338574.4  71.16183  13.92119     842.4   -35.819   339.199
367.10  338525.1  71.16238  13.92055     842.9   -35.867   339.199
367.20  338475.7  71.16292  13.91991     843.4   -35.915   339.199
367.30  338426.2  71.16346  13.91928     843.9   -35.964   339.200
367.40  338376.5  71.16401  13.91864     844.4   -36.012   339.200
367.50  338326.8  71.16455  13.91800     845.0   -36.060   339.201
367.60  338277.1  71.16509  13.91736     845.5   -36.108   339.201
367.70  338227.2  71.16563  13.91672     846.0   -36.156   339.201
367.80  338177.2  71.16618  13.91608     846.5   -36.204   339.202
367.90  338127.2  71.16673  13.91544     847.1   -36.252   339.202
368.00  338077.1  71.16727  13.91480     847.6   -36.300   339.202
368.10  338026.8  71.16781  13.91416     848.1   -36.347   339.203
368.20  337976.5  71.16836  13.91352     848.6   -36.395   339.203
368.30  337926.1  71.16890  13.91288     849.2   -36.443   339.203
368.40  337875.7  71.16944  13.91224     849.7   -36.490   339.204
368.50  337825.1  71.16998  13.91160     850.2   -36.538   339.204
368.60  337774.4  71.17053  13.91097     850.7   -36.585   339.205
368.70  337723.7  71.17107  13.91033     851.3   -36.633   339.205
368.80  337672.8  71.17162  13.90969     851.8   -36.680   339.205
368.90  337621.9  71.17216  13.90905     852.3   -36.728   339.206
369.00  337570.9  71.17271  13.90841     852.9   -36.775   339.206
369.10  337519.8  71.17325  13.90777     853.4   -36.822   339.206
369.20  337468.6  71.17379  13.90713     853.9   -36.869   339.207
369.30  337417.3  71.17433  13.90649     854.5   -36.916   339.207
369.40  337365.9  71.17488  13.90585     855.0   -36.963   339.208
369.50  337314.5  71.17542  13.90521     855.5   -37.010   339.208
369.60  337262.9  71.17596  13.90457     856.1   -37.057   339.208
369.70  337211.3  71.17651  13.90393     856.6   -37.104   339.209
369.80  337159.6  71.17706  13.90329     857.1   -37.151   339.209
369.90  337107.8  71.17760  13.90265     857.7   -37.197   339.209
370.00  337055.9  71.17814  13.90201     858.2   -37.244   339.210
370.10  337003.9  71.17869  13.90138     858.7   -37.291   339.210
370.20  336951.8  71.17923  13.90074     859.3   -37.337   339.211
370.30  336899.7  71.17977  13.90010     859.8   -37.384   339.211
370.40  336847.4  71.18031  13.89946     860.3   -37.430   339.211
370.50  336795.1  71.18086  13.89882     860.9   -37.476   339.212
370.60  336742.7  71.18140  13.89818     861.4   -37.523   339.212
370.70  336690.2  71.18195  13.89754     862.0   -37.569   339.212
370.80  336637.6  71.18250  13.89690     862.5   -37.615   339.213
370.90  336584.9  71.18304  13.89626     863.0   -37.661   339.213
371.00  336532.1  71.18358  13.89562     863.6   -37.707   339.214
371.10  336479.2  71.18412  13.89498     864.1   -37.753   339.214
371.20  336426.3  71.18467  13.89434     864.7   -37.799   339.214
371.30  336373.2  71.18521  13.89370     865.2   -37.845   339.215
371.40  336320.1  71.18575  13.89306     865.8   -37.891   339.215
371.50  336266.9  71.18630  13.89242     866.3   -37.937   339.215
371.60  336213.6  71.18684  13.89178     866.8   -37.983   339.216
371.70  336160.2  71.18739  13.89114     867.4   -38.028   339.216
371.80  336106.8  71.18793  13.89050     867.9   -38.074   339.217
371.90  336053.2  71.18848  13.88986     868.5   -38.120   339.217
372.00  335999.5  71.18902  13.88922     869.0   -38.165   339.217
372.10  335945.8  71.18956  13.88858     869.6   -38.211   339.218
372.20  335891.9  71.19011  13.88794     870.1   -38.256   339.218
372.30  335838.0  71.19065  13.88730     870.7   -38.301   339.218
372.40  335784.0  71.19119  13.88666     871.2   -38.347   339.219
372.50  335729.9  71.19173  13.88602     871.8   -38.392   339.219
372.60  335675.7  71.19228  13.88538     872.3   -38.437   339.220
372.70  335621.4  71.19283  13.88474     872.9   -38.482   339.220
372.80  335567.1  71.19337  13.88410     873.4   -38.527   339.220
372.90  335512.7  71.19392  13.88346     874.0   -38.572   339.221
373.00  335458.1  71.19446  13.88282     874.5   -38.617   339.221
373.10  335403.5  71.19500  13.88218     875.1   -38.662   339.221
373.20  335348.8  71.19555  13.88154     875.6   -38.707   339.222
373.30  335294.0  71.19609  13.88090     876.2   -38.752   339.222
373.40  335239.1  71.19663  13.88026     876.8   -38.796   339.223
373.50  335184.1  71.19718  13.87962     877.3   -38.841   339.223
373.60  335129.0  71.19772  13.87898     877.9   -38.886   339.223
373.70  335073.9  71.19827  13.87834     878.4   -38.930   339.224
373.80  335018.6  71.19881  13.87770     879.0   -38.975   339.224
373.90  334963.3  71.19936  13.87706     879.5   -39.019   339.225
374.00  334907.9  71.19990  13.87642     880.1   -39.063   339.225
374.10  334852.4  71.20044  13.87578     880.7   -39.108   339.225
374.20  334796.8  71.20099  13.87514     881.2   -39.152   339.226
374.30  334741.1  71.20153  13.87450     881.8   -39.196   339.226
374.40  334685.3  71.20207  13.87386     882.3   -39.240   339.226
374.50  334629.5  71.20262  13.87322     882.9   -39.285   339.227
374.60  334573.5  71.20316  13.87258     883.5   -39.329   339.227
374.70  334517.5  71.20370  13.87194     884.0   -39.373   339.228
374.80  334461.4  71.20425  13.87130     884.6   -39.416   339.228
374.90  334405.2  71.20480  13.87066     885.2   -39.460   339.228
375.00  334348.9  71.20534  13.87002     885.7   -39.504   339.229
375.10  334292.5  71.20589  13.86938     886.3   -39.548   339.229
375.20  334236.0  71.20643  13.86874     886.8   -39.592   339.230
375.30  334179.4  71.20697  13.86810     887.4   -39.635   339.230
375.40  334122.8  71.20752  13.86746     888.0   -39.679   339.230
375.50  334066.0  71.20806  13.86682     888.5   -39.723   339.231
375.60  334009.2  71.20860  13.86618     889.1   -39.766   339.231
375.70  333952.3  71.20915  13.86554     889.7   -39.809   339.231
375.80  333895.3  71.20969  13.86490     890.2   -39.853   339.232
375.90  333838.2  71.21024  13.86426     890.8   -39.896   339.232
376.00  333781.0  71.21078  13.86362     891.4   -39.939   339.233
376.10  333723.8  71.21133  13.86298     892.0   -39.983   339.233
376.20  333666.4  71.21187  13.86234     892.5   -40.026   339.233
376.30  333608.9  71.21242  13.86170     893.1   -40.069   339.234
376.40  333551.4  71.21296  13.86106     893.7   -40.112   339.234
376.50  333493.8  71.21350  13.86042     894.2   -40.155   339.235
